property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2,2,2,15.0,Old Property,1144.96,1099.96,990.0,0,0,0,0,0,1,42,"28.5095° N, 77.0320° E",28.5095,77.032
flat,godrej summit,sector 104,1.1,8669.0,2,2,3,16.0,Under Construction,1268.96,1148.0,1033.0,0,0,0,0,1,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
flat,experion windchants,sector 112,3.0,11538.0,3,3,2,2.0,Relatively New,2801.95,2600.02,2200.03,0,0,0,0,1,1,49,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,bptp terra,sector 37d,1.72,7850.0,3,3,3+,10.0,Relatively New,2190.99,1983.0,1785.0,0,1,0,0,0,0,31,"28.4478° N, 76.9703° E",28.4478,76.9703
house,huda ashok vihar phase,sector 4,0.7,10233.0,3,2,1,2.0,New Property,756.0,684.05,616.0,1,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
house,unitech espace,sector 50,10.45,32253.0,5,7,3+,3.0,Moderately Old,3580.0,3240.04,2916.0,1,1,0,1,1,1,153,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,999.97,905.0,814.0,0,0,0,0,0,0,38,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej nature plus,sector 33,1.1,7971.0,2,2,2,14.0,Under Construction,1720.62,1533.0,1380.04,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
flat,m3m capital,sector 113,2.37,11500.0,4,4,3+,20.0,Under Construction,2151.0,2060.0,1599.95,1,0,0,0,0,0,143,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,unitech greenwood city,sector 45,2.4,12346.0,3,3,2,1.0,New Property,1943.96,1759.0,1583.0,0,1,0,0,0,1,19,"28.4466° N, 77.0660° E",28.4466,77.066
house,independent,sector 5,3.75,11029.0,5,5,3+,3.0,Old Property,3040.77,3399.99,1836.0,0,0,0,0,0,0,0,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,supertech araville,sector 79,0.8,5266.0,2,2,2,12.0,New Property,1894.22,1688.0,1519.0,1,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,m3m urbana,sector 67,0.95,10895.0,1,1,1,17.0,Relatively New,913.0,826.02,743.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,m3m skycity,sector 65,2.8,15317.0,3,3,0,14.0,Relatively New,2020.0,1828.03,1645.0,0,0,0,0,0,0,39,"28.4030° N, 77.0690° E",28.403,77.069
flat,housing board colony,sector 51,0.3,41666.0,1,1,0,0.0,Moderately Old,89.79,80.0,72.01,1,0,0,0,0,0,15,"28.4320° N, 77.0686° E",28.432,77.0686
flat,umang monsoon breeze,sector 78,1.25,5000.0,4,4,3,2.0,Relatively New,2349.97,2300.03,2000.04,0,1,0,1,1,0,57,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,emaar palm gardens,sector 83,1.8,9473.0,3,3,3+,9.0,Relatively New,1900.04,1719.0,1547.0,0,0,0,0,0,0,55,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,tulip violet,sector 69,1.4,8871.0,3,3,2,11.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,0,126,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1719.96,1350.01,1150.02,0,1,0,0,0,1,8,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,suncity heights,sector 54,3.25,14118.0,3,3,3+,0.0,Old Property,2870.56,2558.0,2301.97,0,0,0,1,0,1,120,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,smart world orchard,sector 61,2.45,15800.0,3,3,3,3.0,New Property,1549.03,1223.0,939.37,1,1,0,0,0,0,119,"28.4050° N, 77.0963° E",28.405,77.0963
flat,pyramid urban,sector 67a,0.6,8571.0,2,2,2,14.0,New Property,699.98,633.0,570.0,0,0,0,0,0,0,15,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ardee city,sector 52,1.55,7381.0,4,4,3,1.0,Moderately Old,2173.12,2100.04,1599.95,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,dlf the primus,sector 82a,2.7,10481.0,4,4,3+,18.0,Moderately Old,2576.02,1891.0,1305.98,0,1,0,0,0,0,38,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,ss the leaf,sector 85,1.08,6585.0,2,2,3,8.0,New Property,1639.99,1199.96,1125.04,1,1,1,1,0,1,157,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,chd avenue,sector 71,1.0,6734.0,3,3,3+,3.0,Relatively New,1484.99,1344.0,1210.0,0,0,0,0,0,1,7,"28.4104° N, 77.0281° E",28.4104,77.0281
house,independent,sector 17,9.5,23457.0,8,8,3,3.0,Relatively New,5050.1,4499.96,4050.03,1,0,0,0,0,1,27,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,vatika gurgaon,sector 83,1.25,7812.0,4,4,3,12.0,Moderately Old,2390.02,1970.0,1599.95,0,1,0,0,0,0,103,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1942.99,1553.98,1457.0,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,indiabulls enigma,sector 110,3.49,10264.0,4,5,3,7.0,Relatively New,3399.99,3077.0,2769.0,0,1,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,awho shanti vihar,sector 95,0.82,9879.0,2,2,3+,13.0,New Property,1399.95,1095.0,830.0,1,0,0,0,0,0,114,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,pyramid elite,sector 86,0.45,7846.0,2,2,1,12.0,Under Construction,715.0,637.0,573.5,0,0,0,0,0,0,30,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,spaze privy at,sector 84,1.2,7453.0,2,2,3,3.0,Relatively New,1609.96,1457.0,1311.0,1,0,0,0,0,1,133,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sbtl caladium,sector 109,1.8,7072.0,3,3,3+,10.0,Relatively New,2545.02,2000.0,1526.97,0,0,0,0,0,0,174,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika city,sector 49,1.98,9074.0,3,4,3,9.0,Moderately Old,2181.95,1750.75,1670.02,0,1,0,0,0,1,101,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ireo the grand arch,sector 58,4.85,16934.0,4,5,3,23.0,Relatively New,3571.08,3182.0,2863.95,1,1,0,1,1,1,49,"28.4200° N, 77.1105° E",28.42,77.1105
flat,tulip petals,sector 89,1.1,7097.0,3,2,3,4.0,New Property,1691.99,1550.0,1319.98,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,umang winter hills,sector 77,1.0,7500.0,2,2,2,3.0,New Property,1670.96,1489.0,1340.0,0,0,0,0,0,0,74,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,New Property,1690.04,1529.0,1376.0,0,0,0,0,0,0,100,"28.3986° N, 76.9384° E",28.3986,76.9384
house,eros rosewood city,sector 49,3.75,22046.0,3,3,1,2.0,Old Property,1880.0,1701.02,1531.0,0,0,0,1,0,1,6,"28.4121° N, 77.0480° E",28.4121,77.048
house,ansal florence super,sector 57,3.75,23148.0,3,4,3,2.0,Moderately Old,3366.75,3000.0,2700.02,1,1,1,0,0,1,38,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,gls avenue 51,sector 92,0.5,7812.0,3,3,1,12.0,New Property,797.99,711.0,640.02,0,0,0,0,0,2,95,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 50,6.5,21667.0,5,6,0,1.0,Moderately Old,3315.0,3000.01,2700.0,0,0,0,0,0,0,0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively New,2100.0,1900.04,1710.0,0,0,0,0,0,0,55,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ss the leaf,sector 85,1.11,6851.0,2,2,3,8.0,Relatively New,1639.99,1629.98,1619.97,0,0,1,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,paras dews,sector 106,1.42,6029.0,4,6,3+,11.0,Relatively New,2355.03,2131.0,1918.0,0,1,0,0,0,0,143,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,signature global city,sector 37d,0.68,11724.0,2,2,3,9.0,New Property,722.95,644.0,579.96,0,0,0,0,1,0,58,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,tata primanti,sector 72,5.25,15648.0,4,4,3+,30.0,New Property,3355.0,3000.01,2800.01,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,bestech park view residency,sector 2,1.59,8281.0,3,4,3+,11.0,Moderately Old,1919.96,1738.0,1564.0,0,1,0,0,0,0,100,"28.5095° N, 77.0320° E",28.5095,77.032
flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1244.95,1129.99,930.0,0,0,0,0,0,1,149,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,ireo the corridors,sector 67a,1.7,9843.0,3,3,2,10.0,New Property,1726.96,1346.0,1016.97,0,1,0,0,1,1,44,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ss the leaf,sector 85,1.1,9565.0,2,2,3,10.0,Relatively New,1639.99,1599.95,1150.02,0,0,0,1,0,0,150,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,godrej,sector 79,2.0,8453.0,3,4,3+,2.0,Relatively New,2950.33,2629.0,2366.01,0,1,0,0,0,1,156,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,city shri ram apartments 1,sector 110,0.22,3666.0,2,1,1,1.0,Relatively New,599.98,543.0,489.0,0,0,0,0,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,1970.01,1783.0,1605.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,pareena coban residences,sector 99a,1.16,5808.0,3,3,3,3.0,Relatively New,1997.03,1790.04,1419.97,0,1,0,0,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,emaar emerald hills,sector 65,1.95,13928.0,3,3,3+,1.0,New Property,1745.93,1556.0,1399.95,0,0,1,0,0,1,117,"28.4030° N, 77.0690° E",28.403,77.069
flat,signature the roselia,sector 95,0.45,7908.0,2,2,2,2.0,New Property,709.37,632.0,568.98,0,0,0,0,0,1,31,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar mgf palm terraces select,sector 66,3.4,14107.0,4,4,3+,2.0,Relatively New,2410.04,2210.04,2039.97,0,1,0,0,0,1,157,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,maruti vihar,sector 28,1.0,9090.0,1,1,1,1.0,Old Property,1099.96,995.0,896.0,1,0,0,1,0,1,80,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,2002.95,1813.0,1632.0,0,0,0,0,0,0,108,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sidhartha ncr one phase,sector 95,0.56,4105.0,2,2,2,10.0,Relatively New,1364.0,1234.0,1111.0,0,0,0,0,0,1,60,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,godrej nature plus serenity,sector 33,1.45,8677.0,3,2,3,3.0,Under Construction,1670.99,1512.0,1361.0,0,0,0,0,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
flat,dlf new town heights,sector 91,2.0,6967.0,4,4,3+,16.0,Moderately Old,2727.03,2468.0,2221.0,1,1,0,1,0,0,65,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,smart world gems,sector 89,1.3,9135.0,3,3,2,2.0,New Property,1774.33,1581.0,1422.99,1,0,0,0,0,0,44,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 26,13.5,29880.0,5,5,3+,2.0,Relatively New,4992.0,4518.04,4066.0,1,1,0,1,1,2,49,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,suncity heights,sector 54,3.85,16445.0,3,3,3+,8.0,Old Property,2341.04,2119.0,1907.0,0,1,0,0,0,0,67,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2.0,Old Property,1499.95,1401.0,1299.96,0,0,0,0,0,0,19,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,bestech park view city,sector 49,3.0,12589.0,4,4,3,5.0,Moderately Old,2383.02,2200.03,2000.04,0,1,0,1,0,1,141,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sare homes,sector 92,1.19,5219.0,4,3,3,14.0,Relatively New,2842.84,2533.0,2280.01,0,1,0,0,0,0,100,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4.0,Relatively New,2527.04,2200.03,2100.04,0,1,0,0,0,1,37,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 12,3.71,19818.0,3,3,1,4.0,Moderately Old,2069.0,1871.95,1685.0,0,0,0,1,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
house,independent,sector 43,7.85,29074.0,9,9,3+,3.0,Relatively New,2984.0,2700.02,2430.0,1,1,0,1,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m heights,sector 65,2.15,15003.0,2,2,3+,28.0,Relatively New,1583.0,1433.0,1290.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
flat,ramsons kshitij,sector 95,0.32,4500.0,2,2,1,8.0,Relatively New,699.98,563.0,443.37,0,0,0,0,1,2,28,"28.4172° N, 76.9081° E",28.4172,76.9081
house,dlf south city 1,sector 41,2.65,18928.0,3,3,3,4.0,New Property,1880.77,1800.05,1399.95,0,1,0,0,0,1,22,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,pyramid urban homes 2,sector 86,0.5,9698.0,2,2,2,6.0,Old Property,642.98,573.0,515.59,0,0,0,0,0,0,15,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,dlf regal gardens,sector 90,1.25,8116.0,3,3,3,8.0,Relatively New,1701.99,1639.99,1539.99,0,0,0,1,0,0,158,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,signature global solera,sector 107,0.37,6751.0,2,2,1,10.0,Relatively New,547.99,496.0,446.0,0,0,0,0,0,0,73,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10.0,Relatively New,2431.71,2167.0,1949.99,0,1,0,0,0,0,35,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1304.0,1180.05,1062.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,dlf regal gardens,sector 90,1.3,7150.0,3,3,3+,7.0,Relatively New,1818.02,1700.05,1399.95,0,0,0,0,0,0,141,"28.4085° N, 76.9369° E",28.4085,76.9369
house,ss aaron ville,sector 49,6.5,18808.0,5,5,2,2.0,Relatively New,3819.0,3455.97,3110.0,1,1,0,1,0,1,28,"28.4121° N, 77.0480° E",28.4121,77.048
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,639.05,590.0,541.96,0,0,0,0,0,1,23,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,dlf royalton tower,sector 43,6.2,20687.0,4,4,3+,9.0,Moderately Old,2996.99,2712.0,2441.0,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,rof ananda,sector 95,0.46,6318.0,2,2,2,11.0,New Property,907.81,809.0,727.96,1,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,supertech hues,sector 68,0.9,7627.0,2,2,2,1.0,New Property,1471.36,1311.0,1180.05,0,0,0,0,0,0,44,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,tulip violet,sector 69,1.55,9822.0,3,3,2,9.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,1,165,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 26,4.5,33333.0,3,3,2,2.0,Old Property,1492.0,1350.01,1215.0,0,0,0,1,0,1,58,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,mapsko mount ville,sector 79,1.5,8264.0,3,4,3+,11.0,Relatively New,1815.01,1416.0,1071.33,0,1,0,0,0,1,144,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively New,2149.01,2000.04,1599.95,1,1,0,0,0,0,82,"28.4750° N, 76.9715° E",28.475,76.9715
flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,4.0,Under Construction,723.42,623.01,599.01,0,0,0,0,0,0,0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,godrej air,sector 85,1.05,10603.0,2,2,1,15.0,Under Construction,1203.53,1044.0,990.0,0,0,0,0,0,0,45,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,raheja vedaanta,sector 108,0.7,4522.0,2,2,3,1.0,Relatively New,1614.88,1547.96,1199.96,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
house,unitech uniworld resorts,sector 33,11.0,26667.0,5,6,3,3.0,New Property,4972.0,4499.96,4050.0,1,1,0,0,0,0,58,"28.4420° N, 77.0207° E",28.442,77.0207
flat,mittal surya vihar,sector 21,1.4,5833.0,5,4,2,2.0,Moderately Old,2400.03,2172.0,1955.0,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
flat,tata gurgaon gateway,sector 113,3.21,11825.0,3,3,3,9.0,New Property,2520.04,2281.0,2053.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ambience creacions,sector 22,3.99,12912.0,3,5,3+,3.0,New Property,3089.99,2796.0,2516.0,0,1,0,0,0,2,102,"28.5072° N, 77.0640° E",28.5072,77.064
house,tata primanti,sector 72,8.6,12285.0,4,5,3+,3.0,Relatively New,7735.0,6999.98,6300.0,0,0,0,0,0,1,30,"28.4225° N, 77.0211° E",28.4225,77.0211
house,independent,sector 26,6.75,27778.0,3,3,3,2.0,Moderately Old,2685.0,2429.95,2187.0,0,0,0,0,0,0,27,"28.4757° N, 77.1032° E",28.4757,77.1032
house,emaar mgf marbella,sector 66,11.0,33951.0,5,6,3+,2.0,New Property,3580.0,3240.04,2916.0,1,1,1,1,0,1,153,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,dlf regency park,sector 28,2.26,13696.0,3,3,2,19.0,Old Property,1777.01,1700.05,1650.0,0,1,0,0,0,0,158,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,m3m woodshire,sector 107,0.8,5856.0,2,2,3+,14.0,New Property,1366.05,1236.0,1112.0,0,0,0,0,0,0,67,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,apartment,sector 92,0.75,4687.0,3,4,3,2.0,Moderately Old,1995.19,1778.0,1599.95,1,0,0,0,0,0,113,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 7,0.45,5000.0,3,2,1,2.0,Old Property,994.0,899.97,810.0,0,0,0,0,1,0,12,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,signature global the millennia 3,sector 37d,0.45,7627.0,2,3,2,8.0,Under Construction,735.92,656.0,589.97,0,0,0,0,0,0,8,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,vatika the seven lamps,sector 82,0.94,6567.0,2,2,2,12.0,Relatively New,1435.04,1299.0,1169.0,1,0,0,0,0,1,103,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 105,1.15,3285.0,3,2,1,1.0,Moderately Old,4364.34,3889.0,3499.99,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,independent,sector 9,0.6,10753.0,3,3,1,2.0,Relatively New,617.0,558.0,502.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,ss the leaf,sector 85,1.2,10452.0,2,2,3+,2.0,Relatively New,1639.99,1380.0,1147.97,0,0,1,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ss,sector 85,2.14,7610.0,4,4,3,6.0,Relatively New,2811.96,2300.03,2000.04,1,1,0,1,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,paras dews,sector 106,1.15,6534.0,3,4,3+,12.0,Relatively New,1760.01,1185.97,1129.99,1,1,0,0,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,raheja vedaanta,sector 108,0.65,4761.0,2,2,2,5.0,Relatively New,1364.97,1235.0,1112.0,0,0,0,1,0,1,174,"28.5134° N, 76.9830° E",28.5134,76.983
house,independent,sector 46,2.2,24202.0,3,3,2,3.0,Old Property,1004.0,909.01,818.0,0,0,1,0,0,1,56,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,2.0,Relatively New,1980.02,1792.0,1613.0,0,1,0,0,0,0,119,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,tata primanti,sector 72,4.0,16032.0,4,5,3+,22.0,Relatively New,2904.96,2701.0,2494.96,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,signature global the millennia,sector 37d,0.6,9230.0,2,2,3,7.0,New Property,650.03,625.0,596.1,0,0,0,0,0,0,35,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sidhartha ncr greens,sector 95,0.56,5656.0,2,2,3,13.0,New Property,989.96,896.0,806.0,0,0,0,0,0,0,8,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,bestech park view city,sector 48,1.76,9909.0,3,3,3+,9.0,Moderately Old,1776.04,1576.05,1475.95,0,1,0,1,0,1,158,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 46,2.4,26667.0,4,4,3,3.0,Moderately Old,994.0,899.97,810.0,0,0,1,0,0,1,44,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,puri emerald bay,sector 104,1.58,9117.0,2,3,3,11.0,Relatively New,1700.05,1539.0,1385.0,0,1,0,0,0,0,101,"28.4788° N, 76.9960° E",28.4788,76.996
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,2469.49,2349.97,1849.99,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ss the leaf,sector 85,1.77,7350.0,3,4,3+,7.0,New Property,2407.99,2179.0,1961.0,0,0,1,0,0,0,107,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 7,3.85,14650.0,4,4,3,3.0,Old Property,2904.0,2628.01,2365.0,0,0,0,0,0,0,27,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,tulip violet,sector 69,1.3,8283.0,3,3,1,12.0,Relatively New,1567.98,1419.0,1277.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,mahindra aura,sector 110,1.4,9655.0,3,3,3,10.0,Relatively New,1615.02,1550.0,1450.0,0,0,0,0,0,1,142,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,m3m woodshire,sector 107,0.88,6442.0,2,2,3+,3.0,Relatively New,1366.05,1236.0,1112.0,0,0,0,0,0,0,99,"28.5052° N, 76.9729° E",28.5052,76.9729
house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively New,7061.0,6389.99,5751.0,0,1,0,0,0,1,146,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,bestech park view ananda,sector 81,1.35,7541.0,3,3,3+,8.0,Old Property,2232.11,1989.0,1790.04,0,0,0,0,0,0,114,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,rof ananda,sector 95,0.36,5658.0,2,2,2,10.0,New Property,804.44,717.0,644.97,1,0,0,0,0,0,75,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,raheja vedas,sector 108,2.15,4134.0,3,4,3+,12.0,Relatively New,5200.04,4599.95,3999.97,1,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,dlf park place,sector 54,6.75,24963.0,4,4,2,8.0,Moderately Old,2704.0,2076.0,1533.96,0,1,0,0,0,2,135,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,antriksh heights,sector 84,0.9,4931.0,3,3,3,11.0,Relatively New,1825.02,1652.0,1487.0,0,0,0,0,0,0,87,"28.3979° N, 76.9736° E",28.3979,76.9736
house,independent,sector 2,2.5,16056.0,4,4,2,4.0,Old Property,1720.0,1557.0,1401.0,0,0,0,0,0,0,17,"28.5095° N, 77.0320° E",28.5095,77.032
flat,surendra avenue 69,sector 69,0.75,6818.0,2,2,2,4.0,Moderately Old,1215.0,1099.96,990.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,milan cghs 9,sector 39,2.0,8333.0,3,3,3+,0.0,Old Property,2652.0,2400.03,2160.0,0,0,0,0,0,0,0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,puri emerald bay,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,2449.97,2131.0,1839.98,0,1,0,0,0,1,56,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,2132.23,1900.0,1709.95,0,0,1,1,0,1,46,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,experion windchants,sector 112,4.25,11294.0,3,5,2,15.0,Relatively New,3762.95,3000.01,2800.01,0,1,0,1,0,0,72,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ireo victory valley,sector 67,4.5,14097.0,4,4,3+,0.0,Relatively New,3192.03,3159.96,3000.01,0,1,0,1,0,1,42,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,vatika independent floors,sector 82,1.16,6987.0,3,3,3+,1.0,Relatively New,2069.68,1844.0,1660.01,0,1,1,1,0,1,151,"28.3935° N, 76.9600° E",28.3935,76.96
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,New Property,1434.12,1278.0,1150.02,1,0,0,0,1,0,29,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ild greens,sector 37c,0.9,5614.0,3,3,3,0.0,Under Construction,1602.96,1499.95,1350.0,0,0,0,0,0,0,66,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,sanskriti apartments,sector 43,2.5,13513.0,3,2,3,5.0,Old Property,1849.99,1674.0,1507.0,1,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,6.0,Relatively New,1790.04,1499.95,1399.95,0,1,0,1,0,0,174,"28.3935° N, 76.9600° E",28.3935,76.96
flat,emaar gurgaon greens,sector 102,1.42,8606.0,3,3,3,4.0,Relatively New,1650.0,1314.0,1022.03,0,0,0,0,1,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
